url,venue_name,phone,venue_highlights,guest_capacity,address
https://www.wedding-spot.com/venue/14855/weddings-at-union/,Weddings at Union,9732649452,"BYO, Upgraded rentals included, Valet parking",500,176 Cooper Avenue
https://www.wedding-spot.com/venue/1890/liberty-house/,Liberty House,8666833586,"Award winner, Indoor and outdoor spaces, Rentals included",325,76 Audrey Zapp Drive
https://www.wedding-spot.com/venue/1570/the-wilshire-caterers/,The Wilshire Caterers,8622528516,"3x award winner, Accommodation offered, Indoor and outdoor spaces",450,350 Pleasant Valley Way
https://www.wedding-spot.com/venue/3168/smoke-rise-village-inn/,Smoke Rise Village Inn,9738387770,"Indoor and outdoor spaces, Rentals included, Valet parking",200,9 Perimeter Road
https://www.wedding-spot.com/venue/1217/the-james-ward-mansion/,The James Ward Mansion,,"BYO, Valet parking",165,169 E Broad St
https://www.wedding-spot.com/venue/1429/chart-house-weehawken/,Chart House Weehawken,2013486401,"Award winner, Indoor and outdoor spaces, Rentals included",250,1700 Harbor Boulevard
https://www.wedding-spot.com/venue/9802/camp-saginaw/,Camp Saginaw,8564286256,"Indoor and outdoor spaces, BYO",400,740 Saginaw Road
https://www.wedding-spot.com/venue/9806/tarallucci-e-vino-union-square/,Tarallucci E Vino- Union Square,2122285400,,150,15 East 18th Street
https://www.wedding-spot.com/venue/3471/townsend-room/,Townsend Room,2156763596,"Rentals included, Valet parking",280,12273 Townsend Road
https://www.wedding-spot.com/venue/274/renaissance-event-hall/,Renaissance Event Hall,7182744590,"Indoor and outdoor spaces, Valet parking",360,27-34 21st Street
https://www.wedding-spot.com/venue/2252/cnvs-event-venue-midtown-nyc/,CNVS Event Venue Midtown NYC,3477836915,"Rentals included, Valet parking",380,635 West 42nd Street
https://www.wedding-spot.com/venue/4227/quality-inn-and-suites-west-chester/,Quality Inn and Suites West Chester,6106929273,"Rehearsal dinner and bridal shower, Accommodation offered, Rentals included",250,943 South High Street
https://www.wedding-spot.com/venue/3287/suite-116/,Suite 116,7188326603,"BYO, Valet parking",100,114 West 116th Street
https://www.wedding-spot.com/venue/3469/southhampton-room/,Southhampton Room,2156763596,"Rentals included, Valet parking",300,2980 Southampton Road
https://www.wedding-spot.com/venue/246/irondale-center/,Irondale Center,7184889233,"BYO, Valet parking",300,85 South Oxford Street
https://www.wedding-spot.com/venue/3478/santerian-hall-at-holy-trinity-armenian-church/,Santerian Hall at Holy Trinity Armenian Church,2156631600,"BYO, Valet parking",325,101 Ashmead Road
https://www.wedding-spot.com/venue/9305/marte-hall/,Marte Hall,9293830898,"BYO, Valet parking",100,81 Seigel Street
https://www.wedding-spot.com/venue/12594/hotel-on-rivington/,Hotel On Rivington,2124752600,"Indoor and outdoor spaces, Valet parking",70,107 Rivington Street
https://www.wedding-spot.com/venue/1785/studio-arte/,Studio Arte,6465585860,"BYO, Valet parking",150,265 West 37th Street
https://www.wedding-spot.com/venue/900/pyramid-club/,Pyramid Club,2159793128,"Rentals included, Valet parking",150,1735 Market Street
https://www.wedding-spot.com/venue/3933/hibachi-japanese-steakhouse-sushi-bar-at-pier-19-ballroom/,Hibachi Japanese Steakhouse & Sushi Bar at Pier 19 Ballroom,2672906158,"Upgraded rentals included, Rentals included, Valet parking",220,"Penns Landing, Pier 19"
https://www.wedding-spot.com/venue/11664/ralph-h-hall-post-5561/,Ralph H. Hall Post 5561,2013439693,"BYO, Valet parking",250,241 West Shore Avenue
https://www.wedding-spot.com/venue/9744/white-meadow-lake-country-club/,White Meadow Lake Country Club,9736275300,Indoor and outdoor spaces,220,00 White Meadow Road
https://www.wedding-spot.com/venue/14467/montclair-wedding-sanctuary/,Montclair Wedding Sanctuary,9732649452,"Indoor and outdoor spaces, Valet parking",750,40 South Fullerton Avenue
https://www.wedding-spot.com/venue/3971/marriott-saddle-brook/,Marriott Saddle Brook,,"Accommodation offered, Upgraded rentals included, Rentals included",450,138 New Pehle Avenue
https://www.wedding-spot.com/venue/676/newark-liberty-international-airport-marriott/,Newark Liberty International Airport Marriott,9735046184,"Rentals included, Valet parking",600,1 Hotel Road
https://www.wedding-spot.com/venue/13194/homewood-suites-by-hilton/,Homewood Suites By Hilton,2014609030 ext. 103,"Rentals included, Valet parking",150,125 Route 17 South
https://www.wedding-spot.com/venue/6533/hilton-garden-inn-rockaway/,Hilton Garden Inn Rockaway,9733282507,"Upgraded rentals included, Rentals included, Valet parking",250,375 Mt Hope Avenue
https://www.wedding-spot.com/venue/7216/nautical-holidays-atlantica/,Nautical Holidays: Atlantica,2036370270,"Indoor and outdoor spaces, Valet parking",200,1500 Harbor Boulevard
https://www.wedding-spot.com/venue/7226/nautical-holidays-mariner-iii/,Nautical Holidays: Mariner III,2036370270,"Indoor and outdoor spaces, Valet parking",80,1500 Harbor Boulevard
https://www.wedding-spot.com/venue/6810/park-ridge-marriott/,Park Ridge Marriott,2013074884,"Indoor and outdoor spaces, Rentals included, Valet parking",1100,300 Brae Boulevard
https://www.wedding-spot.com/venue/13677/forest-road-park-building/,Forest Road Park Building,9083707092,Valet parking,120,Forest Road Park
https://www.wedding-spot.com/venue/12798/the-columbia-inn/,The Columbia Inn,9732631300,Valet parking,80,29 Main Road
https://www.wedding-spot.com/venue/14680/the-robert-treat-hotel/,The Robert Treat Hotel,9736221000,Valet parking,1200,50 Park Place
https://www.wedding-spot.com/venue/698/garden-vista-ballroom/,Garden Vista Ballroom,9737776655,"BYO, Valet parking",200,29-31 Howe Avenue
https://www.wedding-spot.com/venue/1233/kenilworth-inn/,Kenilworth Inn,9084455233,"Indoor and outdoor spaces, Rentals included, Valet parking",200,60 South 31st Street
https://www.wedding-spot.com/venue/7217/nautical-holidays-aqua-azul/,Nautical Holidays: Aqua Azul,2036370270,"Indoor and outdoor spaces, Rentals included, Valet parking",240,1500 Harbor Boulevard
https://www.wedding-spot.com/venue/3099/hawk-pointe-golf-club/,Hawk Pointe Golf Club,9086891870 ext. 13,"Indoor and outdoor spaces, Valet parking",220,4 Clubhouse Drive
https://www.wedding-spot.com/venue/2181/doubletree-by-hilton-somerset-hotel-and-conference-center/,DoubleTree by Hilton Somerset Hotel and Conference Center,7328689155 ext. 506,"Indoor and outdoor spaces, Valet parking",550,101 Pierce Street
https://www.wedding-spot.com/venue/7224/nautical-holidays-eastern-star/,Nautical Holidays: Eastern Star,2036370270,"Indoor and outdoor spaces, Valet parking",65,1500 Harbor Boulevard
https://www.wedding-spot.com/venue/7207/nautical-holidays-majestic-princess/,Nautical Holidays: Majestic Princess,2036370270,"Indoor and outdoor spaces, Valet parking",80,1500 Harbor Boulevard
https://www.wedding-spot.com/venue/6506/newark-museum/,Newark Museum,,"Indoor and outdoor spaces, BYO, Upgraded rentals included",220,49 Washington Street
https://www.wedding-spot.com/venue/1020/panther-valley-golf-country-club/,Panther Valley Golf & Country Club,9088500800,"Indoor and outdoor spaces, Rentals included, Valet parking",165,1 Forest Drive
https://www.wedding-spot.com/venue/11811/cathedral-hall-weddings/,Cathedral Hall Weddings,,"BYO, Valet parking",500,380 Montgomery Street
https://www.wedding-spot.com/venue/13173/sanzaris-new-bridge-inn/,Sanzari's New Bridge Inn,2016927700,"Rentals included, Valet parking",100,105 Old New Bridge Road
https://www.wedding-spot.com/venue/5560/doubletree-by-hilton-fairfield-hotel-suites/,DoubleTree by Hilton Fairfield Hotel & Suites,9732871006,"Indoor and outdoor spaces, Upgraded rentals included, Rentals included",250,690 US-46
https://www.wedding-spot.com/venue/12617/south-orange-performing-arts-center/,South Orange Performing Arts Center,9733821024,Valet parking,450,1 SOPAC Way
https://www.wedding-spot.com/venue/4759/ria-mar-restaurant-bar/,Ria-Mar Restaurant & Bar,7322571100,"Rentals included, Valet parking",120,25 Whitehead Avenue
https://www.wedding-spot.com/venue/9820/18-label-studios/,18 Label Studios,9737447382,BYO,375,18 Label Street
https://www.wedding-spot.com/venue/13678/lagrande-park-pavilion/,LaGrande Park Pavilion,9083707092,Valet parking,60,170 La Grande Aveue
https://www.wedding-spot.com/venue/7225/nautical-holidays-atlantis/,Nautical Holidays: Atlantis,2036370270,"Indoor and outdoor spaces, Rentals included, Valet parking",150,1500 Harbor Boulevard
https://www.wedding-spot.com/venue/9156/mount-eden-retreat/,Mount Eden Retreat,9739981749,"Indoor and outdoor spaces, BYO, Valet parking",150,56 Mill Pond Road
https://www.wedding-spot.com/venue/682/preakness-hills-country-club/,Preakness Hills Country Club,9736942200,"Award winner, Indoor and outdoor spaces, Upgraded rentals included",280,1050 Ratzer Road
https://www.wedding-spot.com/venue/1032/stem-building/,STEM Building,9087374730,"BYO, Valet parking",200,1075 Morris Avenue
https://www.wedding-spot.com/venue/2152/stanton-ridge-country-club/,Stanton Ridge Country Club,9085341234 ext. 319,"Indoor and outdoor spaces, Rentals included, Valet parking",150,25 Clubhouse Drive
https://www.wedding-spot.com/venue/929/farmstead-golf-and-country-club/,Farmstead Golf and Country Club,9733831666 ext. 102,"Indoor and outdoor spaces, Upgraded rentals included, Rentals included",180,88 Germany Flats Road
https://www.wedding-spot.com/venue/4758/fiesta-banquets/,Fiesta Banquets,2019395409,"Upgraded rentals included, Rentals included, Valet parking",400,255 NJ-17
https://www.wedding-spot.com/venue/12641/doubletree-by-hilton-newark-airport/,DoubleTree by Hilton Newark Airport,9736905500,Valet parking,500,128 Frontage Road
https://www.wedding-spot.com/venue/659/whitby-castle/,Whitby Castle,,"Award winner, Indoor and outdoor spaces, Rentals included",220,330 Boston Post Road
https://www.wedding-spot.com/venue/1329/the-inns-of-aurora/,The Inns of Aurora,3153648892,"Indoor and outdoor spaces, Valet parking",200,391 Main Street
https://www.wedding-spot.com/venue/13567/bayside-historical-society/,Bayside Historical Society,7183521548,"Indoor and outdoor spaces, BYO, Valet parking",150,208 Totten Avenue
https://www.wedding-spot.com/venue/15234/treleaven-wines/,Treleaven Wines,,,130,658 Lake Road
https://www.wedding-spot.com/venue/9992/the-powelton-club/,The Powelton Club,8455614481 ext. 10,"Rehearsal dinner and bridal shower, Indoor and outdoor spaces, Rentals included",120,29 Balmville Road
https://www.wedding-spot.com/venue/9690/barcelona-lakeside/,Barcelona Lakeside,7163263756,BYO,25,8223 East Lake Road
https://www.wedding-spot.com/venue/1936/rustic-orchard-barn/,Rustic Orchard Barn,5189297801,"Rehearsal dinner and bridal shower, Indoor and outdoor spaces, BYO",200,Private Estate
https://www.wedding-spot.com/venue/283/trump-national-golf-club-new-york/,Trump National Golf Club New York,,"Rentals included, Valet parking",500,339 Pine Road
https://www.wedding-spot.com/venue/1816/queens-zoo/,Queens Zoo,7187413836,"BYO, Valet parking",200,53-51 111th Street
https://www.wedding-spot.com/venue/15120/marina-del-rey/,Marina Del Rey,7189316500,"Indoor and outdoor spaces, Rentals included, Valet parking",700,1 Marina Dr.
https://www.wedding-spot.com/venue/13695/country-suite-bed-breakfast/,Country Suite Bed & Breakfast,5187344079,"Indoor and outdoor spaces, BYO, Valet parking",500,11365 NY-23
https://www.wedding-spot.com/venue/2530/the-1850-house-inn-tavern/,The 1850 House Inn & Tavern,8456587800,Valet parking,100,435 Main Stree
https://www.wedding-spot.com/venue/13619/the-chapel-restoration/,The Chapel Restoration,9147722575,Valet parking,100,45 Market Street
https://www.wedding-spot.com/venue/13292/hurd-orchards/,Hurd Orchards,5859784491,"Indoor and outdoor spaces, BYO, Valet parking",150,17260 West Ridge Road
https://www.wedding-spot.com/venue/9252/mirbeau-inn-spa/,Mirbeau Inn & Spa,3152174137,"Rentals included, Valet parking",80,851 West Genesee Street Road
https://www.wedding-spot.com/venue/9366/sherwood-inn/,Sherwood Inn,3156858981 ext. 225,"Indoor and outdoor spaces, Valet parking",180,26 West Genesee Street
https://www.wedding-spot.com/venue/9212/the-waterfall-mountain-houses/,The Waterfall & Mountain Houses,5169841343,"BYO, Valet parking",150,59 Burnett Road
https://www.wedding-spot.com/venue/5538/mansion-on-delaware-avenue/,Mansion on Delaware Avenue,7168863300 ext. 572,"Rehearsal dinner and bridal shower, Indoor and outdoor spaces, Upgraded rentals included",168,414 Delaware Avenue
https://www.wedding-spot.com/venue/9319/the-arkell-museum/,The Arkell Museum,5186732314,"Indoor and outdoor spaces, BYO, Valet parking",160,2 Erie Boulevard
https://www.wedding-spot.com/venue/9357/clayton-opera-house/,Clayton Opera House,3156866025,BYO,350,403 Riverside Drive
https://www.wedding-spot.com/venue/9968/bridgehampton-tennis-surf-club/,Bridgehampton Tennis & Surf Club,2128830606,"Indoor and outdoor spaces, Upgraded rentals included",240,231 Mid Ocean Drive
https://www.wedding-spot.com/venue/13596/breezy-hill-inn/,Breezy Hill Inn,8452545615,"Indoor and outdoor spaces, BYO, Upgraded rentals included",20,835 Breezy Hill Road
https://www.wedding-spot.com/venue/13210/wingate-barn/,Wingate Barn,5857386372,"Indoor and outdoor spaces, BYO, Valet parking",200,6679 Big Tree Road
https://www.wedding-spot.com/venue/11569/peaceful-pines-b-b/,Peaceful Pines B&B,3153824034,BYO,250,6125 Briggs Road
https://www.wedding-spot.com/venue/9621/depe-dene-resort/,Depe Dene Resort,5186682788,BYO,300,3494 Lake Shore Drive
https://www.wedding-spot.com/venue/9999/the-fern-lodge/,The Fern Lodge,5184947238,Indoor and outdoor spaces,20,46 Fiddlehead Bay Road
https://www.wedding-spot.com/venue/15058/hasbrouck-house-ny/,Hasbrouck House (NY),8456870736,"Indoor and outdoor spaces, Rentals included, Valet parking",150,3805 US-209
https://www.wedding-spot.com/venue/5155/buffalo-niagara-heritage-village/,Buffalo Niagara Heritage Village,7166891440,"Indoor and outdoor spaces, BYO, Valet parking",200,3755 Tonawanda Creek Road
https://www.wedding-spot.com/venue/18200/blue-pearl/,Blue Pearl,7187270303,Valet parking,160,37 Navy Pier Ct.
https://www.wedding-spot.com/venue/1702/the-historic-thayer-hotel-at-west-point/,The Historic Thayer Hotel at West Point,8454464731 ext. 7955,"Indoor and outdoor spaces, Rentals included, Valet parking",220,674 Thayer Road
https://www.wedding-spot.com/venue/18199/the-otesaga-resort-hotel/,The Otesaga Resort Hotel,5188323197,"Indoor and outdoor spaces, Upgraded rentals included, Rentals included",300,60 Lake Street
https://www.wedding-spot.com/venue/1847/greek-peak-mountain-resort/,Greek Peak Mountain Resort,8448469575,"Indoor and outdoor spaces, Rentals included",280,2000 New York 392
https://www.wedding-spot.com/venue/9249/woodcliff-hotel-spa/,Woodcliff Hotel & Spa,,"Rehearsal dinner and bridal shower, Accommodation offered, Indoor and outdoor spaces",400,199 Woodcliff Drive
https://www.wedding-spot.com/venue/3073/kolo-klub/,Kolo Klub,,"Upgraded rentals included, Valet parking",130,1422 Grand Street
https://www.wedding-spot.com/venue/1218/montclair-art-museum/,Montclair Art Museum,9732595112,"Indoor and outdoor spaces, BYO, Valet parking",200,3 South Mountain Avenue
https://www.wedding-spot.com/venue/14106/altamura-center-for-the-arts/,Altamura Center For The Arts,2018638724,"Indoor and outdoor spaces, BYO, Valet parking",150,404 Winter Clove Road
https://www.wedding-spot.com/venue/12773/view-arts-center/,View Arts Center,3153696411,"Indoor and outdoor spaces, Valet parking",240,3273 NY-28
https://www.wedding-spot.com/venue/2825/the-golf-club-at-blue-heron-hills/,The Golf Club at Blue Heron Hills,3159865888,"Indoor and outdoor spaces, Valet parking",250,1 Country Club Drive
https://www.wedding-spot.com/venue/13560/hyde-hall-historic-mansion/,Hyde Hall Historic Mansion,,"BYO, Valet parking",200,267 Glimmerglass State Park
https://www.wedding-spot.com/venue/13226/the-mansion-of-saratoga/,The Mansion of Saratoga,5188851607,"Indoor and outdoor spaces, Rentals included, Valet parking",150,801 Route 29
https://www.wedding-spot.com/venue/5153/palace-theatre/,Palace Theatre,5184653335 ext. 109,"BYO, Valet parking",250,19 Clinton Ave
https://www.wedding-spot.com/venue/6214/chic-design-events/,Chic Design Events,9142364505,"Indoor and outdoor spaces, Upgraded rentals included, Valet parking",70,525 North Barry Avenue
https://www.wedding-spot.com/venue/13835/genesee-valley-club/,Genesee Valley Club,5852711010 ext. 161,"Indoor and outdoor spaces, Valet parking",400,421 East Avenue
https://www.wedding-spot.com/venue/11624/4-h-camp-bristol-hills/,4-H Camp Bristol Hills,5853943977 ext. 407,"Indoor and outdoor spaces, Valet parking",225,480 North Main Street
https://www.wedding-spot.com/venue/13795/the-atrium-at-richs/,The Atrium at Rich's,7168788693,"Rentals included, Valet parking",350,1 Robert Rich Way
https://www.wedding-spot.com/venue/1610/chateau-briand/,Chateau Briand,5163346125,"Award winner, Indoor and outdoor spaces, Rentals included",420,440 Old Country Road
https://www.wedding-spot.com/venue/13601/niagara-crossing-hotel-spa/,Niagara Crossing Hotel & Spa,7167549070,"Indoor and outdoor spaces, Rentals included, Valet parking",200,100 Center Street
https://www.wedding-spot.com/venue/11660/rochester-wedding-barn-event-venue/,Rochester Wedding Barn & Event Venue,5855093939,"Indoor and outdoor spaces, BYO, Valet parking",150,7272 West Henrietta Road
https://www.wedding-spot.com/venue/5534/white-eagle-banquet-conference-center/,White Eagle Banquet & Conference Center,3158242002,"Indoor and outdoor spaces, Rentals included, Valet parking",250,2910 Lake Moraine Road
https://www.wedding-spot.com/venue/5561/harness-racing-museum-hall-of-fame/,Harness Racing Museum & Hall of Fame,8452946330,"Rehearsal dinner and bridal shower, Indoor and outdoor spaces, BYO",200,240 Main Street
https://www.wedding-spot.com/venue/272/hayloft-on-the-arch/,Hayloft on the Arch,3157617695,"Indoor and outdoor spaces, Valet parking",300,5742 Norton Road
https://www.wedding-spot.com/venue/13637/r-r-dude-ranch-bed-breakfast/,R&R Dude Ranch  Bed & Breakfast,7162575663,"Indoor and outdoor spaces, BYO, Valet parking",400,8940 Lange Road
https://www.wedding-spot.com/venue/11082/acqua-banquets/,Acqua Banquets,7168745400,"Indoor and outdoor spaces, Upgraded rentals included",300,2192 Niagara Street
https://www.wedding-spot.com/venue/11794/the-treman-center/,The Treman Center,6073518827,"Indoor and outdoor spaces, BYO",150,95 Hines Road
https://www.wedding-spot.com/venue/13796/the-rapids-theatre/,The Rapids Theatre,7162058925 ext. 203,Valet parking,250,1711 Main Street
https://www.wedding-spot.com/venue/9211/the-coddington-guest-house/,The Coddington Guest House,6072750021,"Indoor and outdoor spaces, BYO, Valet parking",50,130 Coddington Road
https://www.wedding-spot.com/venue/17303/the-kartrite-hotel-indoor-waterpark/,The Kartrite Hotel & Indoor Waterpark,,BYO,500,555 Resorts World Drive
https://www.wedding-spot.com/venue/11591/the-rhinecliff/,The Rhinecliff,8458760590 ext. 0,"Indoor and outdoor spaces, Rentals included, Valet parking",120,4 Grinnell Street
https://www.wedding-spot.com/venue/14651/gore-mountain/,Gore Mountain,5182514850,"Indoor and outdoor spaces, Valet parking",250,793 Peaceful Valley Road
https://www.wedding-spot.com/venue/1940/maple-grove-barn/,Maple Grove Barn,5189297801,"Indoor and outdoor spaces, BYO, Valet parking",100,Private Estate
https://www.wedding-spot.com/venue/254/memorial-art-gallery/,Memorial Art Gallery,5852768949,"Rentals included, Valet parking",225,500 University Avenue
https://www.wedding-spot.com/venue/11589/sterling-renaissance-festival/,Sterling Renaissance Festival,3159475782,Upgraded rentals included,43,15385 Farden Road
https://www.wedding-spot.com/venue/1647/yachts-for-all-seasons-skyline-princess/,Yachts For All Seasons: Skyline Princess,2125346380,"Indoor and outdoor spaces, Rentals included, Valet parking",200,1 World's Fair Marina
https://www.wedding-spot.com/venue/13790/pelham-country-club/,Pelham Country Club,9147382730 ext. 229,"Rentals included, Valet parking",225,940 Wynnewood Road
https://www.wedding-spot.com/venue/5540/watkins-glen-harbor-hotel/,Watkins Glen Harbor Hotel,6075356116,"Indoor and outdoor spaces, Rentals included, Valet parking",250,16 North Franklin Street
https://www.wedding-spot.com/venue/14729/a-tiny-house-resort/,A Tiny House Resort,5186222626,"Indoor and outdoor spaces, BYO, Valet parking",400,2776 Route 23b
https://www.wedding-spot.com/venue/14629/illium-bistro-at-pinehaven-country-club/,Illium Bistro at Pinehaven Country Club,5188051122,"Indoor and outdoor spaces, Rentals included, Valet parking",200,1151 Siver Road
https://www.wedding-spot.com/venue/13562/ridgemont-country-club/,Ridgemont Country Club,5852257650 ext. 101,"Indoor and outdoor spaces, Rentals included, Valet parking",225,3717 West Ridge Road
https://www.wedding-spot.com/venue/12725/historic-dunkirk-lighthouse/,Historic Dunkirk Lighthouse,7163665050,"BYO, Valet parking",250,1 Lighthouse Point Drive
https://www.wedding-spot.com/venue/9864/north-sea-tavern/,North Sea Tavern,6313533322,"Indoor and outdoor spaces, Rentals included",175,1271 North Sea Road
https://www.wedding-spot.com/venue/11170/rochester-brainery/,Rochester Brainery,5857307034,BYO,60,176 Anderson Avenue F109
https://www.wedding-spot.com/venue/13580/angelos-677-prime/,Angelo's 677 Prime,5184277463,"Rentals included, Valet parking",150,677 Broadway
https://www.wedding-spot.com/venue/9290/woodmont-day-camp/,Woodmont Day Camp,8456380700,"Indoor and outdoor spaces, Valet parking",600,420 Phillips Hill Road
https://www.wedding-spot.com/venue/5040/the-lux-hotel-conference-center-ascend-hotel-collection/,"The Lux Hotel & Conference Center, Ascend Hotel Collection",3155395011,Indoor and outdoor spaces,250,2468 Ny State Rt. 414
https://www.wedding-spot.com/venue/17138/the-westin-new-york-grand-central-newly-renovated/,The Westin New York Grand Central (Newly Renovated),2124054208,"Indoor and outdoor spaces, BYO",500,212 E 42nd Street
https://www.wedding-spot.com/venue/5358/buffalo-and-erie-county-botanical-gardens/,Buffalo and Erie County Botanical Gardens,7168271584 ext. 220,"Indoor and outdoor spaces, BYO, Valet parking",250,2655 South Park Avenue
https://www.wedding-spot.com/venue/13143/the-adirondack-room-at-mos/,The Adirondack Room at Mo's,5184833740,"Rentals included, Valet parking",225,3357 State Route 11
https://www.wedding-spot.com/venue/5074/best-western-university-inn/,Best Western University Inn,3157142641,Valet parking,200,90 East Main Street
https://www.wedding-spot.com/venue/9250/utica-zoo/,Utica Zoo,3157380472 ext. 22,"BYO, Valet parking",250,1 Utica Zoo Way
https://www.wedding-spot.com/venue/5224/ramada-watertown/,Ramada Watertown,3157880700,"Indoor and outdoor spaces, Rentals included, Valet parking",500,6300 Arsenal Street
https://www.wedding-spot.com/venue/9860/valentinos-banquet-hall/,Valentino's Banquet Hall,3157379506,Rentals included,350,3899 Oneida Street
https://www.wedding-spot.com/venue/5361/hilton-garden-inn-buffalo-airport/,Hilton Garden Inn Buffalo-Airport,7165650040,"Indoor and outdoor spaces, Rentals included, Valet parking",200,4201 Genesee Street
https://www.wedding-spot.com/venue/9859/the-west-nyack-levity-live/,The West Nyack Levity Live,8453372200,,400,"4210 Palisades Center Drive, Suite A - 401"
https://www.wedding-spot.com/venue/15228/mohawk-golf-club/,Mohawk Golf Club,,Indoor and outdoor spaces,150,1849 Union Street
https://www.wedding-spot.com/venue/9351/vernon-downs-casino-hotel/,Vernon Downs Casino & Hotel,,"Indoor and outdoor spaces, Rentals included, Valet parking",400,4229 Stuhlman Road
https://www.wedding-spot.com/venue/10223/campagna-restaurant/,Campagna Restaurant,5182895693,"Upgraded rentals included, Valet parking",90,2452 State Route 9
https://www.wedding-spot.com/venue/9381/camp-eagle-hill/,Camp Eagle Hill,9147254876,"Indoor and outdoor spaces, Valet parking",500,230 White Oak Road
https://www.wedding-spot.com/venue/9151/1000-islands-harbor-hotel/,1000 Islands Harbor Hotel,3156861100,"Indoor and outdoor spaces, Rentals included",250,200 Riverside Drive
https://www.wedding-spot.com/venue/14636/log-country-inn/,Log Country Inn,6075894771,"BYO, Valet parking",40,4 Larue Road
https://www.wedding-spot.com/venue/1620/the-bronx-museum-of-the-arts/,The Bronx Museum of the Arts,7186816000,"BYO, Valet parking",200,1040 Grand Concourse
https://www.wedding-spot.com/venue/13629/quality-hotel-suites-at-the-falls/,Quality Hotel & Suites (at The Falls),7162990251,Valet parking,200,240 1st Street
https://www.wedding-spot.com/venue/11788/antique-boat-museum/,Antique Boat Museum,3156864104 ext. 234,"BYO, Valet parking",225,750 Mary Street
https://www.wedding-spot.com/venue/5056/excelsior-springs/,Excelsior Springs,,"Indoor and outdoor spaces, Rentals included, Valet parking",220,47 Excelsior Avenue
https://www.wedding-spot.com/venue/10096/tumblin-falls-house/,Tumblin' Falls House,5186223981,BYO,80,44 Falls View Lane
https://www.wedding-spot.com/venue/5505/universal-preservation-hall/,Universal Preservation Hall,5185842627,,230,25 Washington Street
https://www.wedding-spot.com/venue/1937/riverview-manor/,Riverview Manor,5189297801,"BYO, Valet parking",150,Private Estate
https://www.wedding-spot.com/venue/4653/emerson-park-pavilion/,Emerson Park Pavilion,6078829609,"Indoor and outdoor spaces, Rentals included, Valet parking",400,6914 East Lake Road
https://www.wedding-spot.com/venue/1637/novellas-new-paltz/,Novellas New Paltz,8452552122,"Indoor and outdoor spaces, Rentals included, Valet parking",250,2 Terwilliger Lane
https://www.wedding-spot.com/venue/13726/limoncello-at-the-orange-inn/,Limoncello At The Orange Inn,8452941880,"Rentals included, Valet parking",110,159 Main Street
https://www.wedding-spot.com/venue/14639/yale-manor-at-copper-beeches/,Yale Manor at Copper Beeches,3155850053,"BYO, Valet parking",100,563 Yale Farm Road
https://www.wedding-spot.com/venue/13751/hotel-saranac/,Hotel Saranac,6073213258,"Indoor and outdoor spaces, Rentals included, Valet parking",182,100 Main Street
https://www.wedding-spot.com/venue/11893/adria-hotel-and-conference-center/,Adria Hotel And Conference Center,5167732000,"Rentals included, Valet parking",240,221-17 Northern Boulevard
https://www.wedding-spot.com/venue/13554/the-craftsmann-inn-conference-center/,The Craftsmann Inn & Conference Center,,"Rentals included, Valet parking",200,7300 E Genesee Street
https://www.wedding-spot.com/venue/12580/east-avenue-inn-suites/,East Avenue Inn & Suites,5853255010,"BYO, Valet parking",50,384 East Avenue
https://www.wedding-spot.com/venue/13798/buffalo-museum-of-science/,Buffalo Museum of Science,7168965200 ext. 359,Valet parking,300,1020 Humboldt Parkway
https://www.wedding-spot.com/venue/11656/howe-caverns/,Howe Caverns,5182968900 ext. 350,Indoor and outdoor spaces,250,255 Discovery Drive
https://www.wedding-spot.com/venue/14704/brookwood-camps/,Brookwood Camps,5167642112,"Indoor and outdoor spaces, Rentals included, Valet parking",250,574 Proctor Road
https://www.wedding-spot.com/venue/9768/chautauqua-suites-meeting-expo-center/,"Chautauqua Suites, Meeting & Expo Center",7162697829 ext. 402,"Indoor and outdoor spaces, Rentals included",600,215 West Lake Road
https://www.wedding-spot.com/venue/1688/catskill-view/,Catskill View,5185921135,"BYO, Valet parking",300,76 Catskill View Road
https://www.wedding-spot.com/venue/9745/whiteface-mountain/,Whiteface Mountain,5189468414,Indoor and outdoor spaces,300,5021 Route 86
https://www.wedding-spot.com/venue/3383/above/,Above,7184772400 ext. 5,"Indoor and outdoor spaces, Rentals included, Valet parking",300,1100 South Avenue
https://www.wedding-spot.com/venue/1766/lake-george-waterfront-cruises/,Lake George Waterfront Cruises,5186684644 ext. 101,"Indoor and outdoor spaces, Rentals included, Valet parking",250,2 Kurosaka Lane
https://www.wedding-spot.com/venue/1138/plattekill-mountain/,Plattekill Mountain,6073263500,"Indoor and outdoor spaces, Upgraded rentals included, Valet parking",150,469 Plattekill Road
https://www.wedding-spot.com/venue/5157/la-galleria-banquets-not-taking-any-bookings-as-it-is-under-maintenance/,La Galleria Banquets(Not taking any bookings as it is under Maintenance),7166484880,"Indoor and outdoor spaces, Upgraded rentals included, Rentals included",250,3923 Southwestern Boulevard
https://www.wedding-spot.com/venue/1969/41-lakefront-hotel-trademark-collection-by-wyndham/,"41 Lakefront Hotel, Trademark Collection By Wyndham",3157890400 ext. 2101,"Indoor and outdoor spaces, Rentals included, Valet parking",200,41 Lakefront Drive
https://www.wedding-spot.com/venue/5617/castel-grisch-winery/,Castel Grisch Winery,6075359614,"Award winner, Indoor and outdoor spaces, Valet parking",300,3380 Co Rte 28
